Object_Target_Code	Object_Target_Alias_Name	Flux_Version	Job_Version	Object_Source_Code	Object_Source_Alias_Name	Object_Source_Name
W30384B	TYP_MTF_SORT_DFT_CST_2	1002	1002	D303841	TYP_MTF_SORT_DFT_CST_2	TYP_MTF_SORT_DFT_CST_2
W30384C	TYP_MTF_SORT_DFT	1002	1002	D303842	TYP_MTF_SORT_DFT_W30384C	MOTSOR
W30385A	TYP_DOMN_ACTI_BQR_CST	1002	1002	D303850	TYP_DOMN_ACTI_BQR_CST	TYP_DOMN_ACTI_BQR_CST
W30385B	TYP_DOMN_ACTI_BQR	1002	1002	X303850	TYP_DOMN_ACTI_BQR	CLASSIFICATION
W30389A	ECD_CPTE_A	E25_3	E25_3	D303890	ELCOCPTE	ELCOCPTE
W30389B	ECD_CPTE_B	E25_3	E25_3	D303891	ELCOPRET	ELCOPRET
W30390A	ECD_DANS_CADRE_CTR_A	E25_2	E25_2	D303900	T1R01P	T1R01P
W30390B	ECD_DANS_CADRE_CTR_B	E25_2	E25_2	D303901	T1R02P	T1R02P
W30390C	ECD_DANS_CADRE_CTR_C	E25_2	E25_2	D303902	T1R07P	T1R07P
W30392A	ECD_DETENU_A	E26_2	E26_2	D303920	CONVSE	CONVSE
W30392B	ECD_DETENU_B	025_1	025_1	D303921	ELECON	ELECON
W30392C	ECD_DETENU_C	1002	1002	D303922	ECD_DETENU_C_W30392C	E2R19G
W303940	LIST_DESC_EPUR	1002	1002	A303940	LIST_DESC_EPUR	LIST_DESC_EPUR
W303980	PART_SEGM_NOTATN_BALE_MENS	E28_0	E28_0	D204770	GRCO_TIERS	GRCO_TIERS
W304000	NOMENC_TYP_EDS	1002	1002	D304000	NOMENC_TYP_EDS_W304000	EDSHTEDS
W304010	NOMENC_FNCTN	1002	1002	D304010	NOMENC_FNCTN_W304010	EDSNFONC
W304020	NOMENC_TYP_REGRP_EDS	1002	1002	D304020	NOMENC_TYP_REGRP_EDS_W304020	EDSNTEDS
W304030	TYP_STRUCT	1002	1002	D304030	TYP_STRUCT_W304030	EDSNTENT
W304050	GRP_RISQ_NIV_RISQ_MENS	E28_0	E28_0	D204610	GRCO_GP_RISQUE	GRCO_GP_RISQUE
W304060	ECD_SITUA_PARTC_ECD	E28_0	E28_0	D233190	T6R21C	T6R21C
W304070	PART_PORTEF_BALE_TIERS_MENS	E28_0	E28_0	D304070	GRCO_TIERS	GRCO_TIERS
W304080	EDS_DEPEND_HIERNT_EDS	024_1	024_1	D239630	ELSTELST	ELSTELST
W304090	SITUA_PARTC_ECD	E28_0	E28_0	D304090	SIPAEC	SIPAEC
W304110	DETAIL_MTF_DFT_ECD	E28_0	E28_0	D304110	MOTEDC	MOTEDC
W304310	INT_DBTR_DAV_TOKOS	E26_2	E26_2	D304310	EIACUD01	EIACUD01
W304320	AFFACTURAGE	E25_0	E25_0	D304320	ELCAFF	ELCAFF
W304330	GRP_RISQ_MENS	E28_0	E28_0	D304330	GRCO_GP_RISQUE	GRCO_GP_RISQUE
W304340	ECD_BAM	024_1	024_1	D304340	ELCBAM	ELCBAM
W304350	COUT_RISQ_CRED_MENS	E28_0	E28_0	D204700	GRCO_CREANCE	GRCO_CREANCE
W304360	ECD_COFFRE	E27_2	E27_2	D304360	ELCOCOFF	ELCOCOFF
W304370	PART_FLIER_CALCL_MENS	E28_0	E28_0	D204770	GRCO_TIERS	GRCO_TIERS
W304390	OPERN_DE_MRCH_EXPOSE_MENS	E28_0	E28_0	D204700	GRCO_CREANCE	GRCO_CREANCE
W304410	EDC_CRED_EXPOSE_MENS	E28_0	E28_0	D304410	GRCO_CREANCE	GRCO_CREANCE
W304420	EPRGN_RTRTE_COLCTI	E25_0	E25_0	D304420	ELCPDF	ELCPDF
W304430	CREANC_EXPOSE_MENS	E28_0	E28_0	D204700	GRCO_CREANCE	GRCO_CREANCE
W304450	CREANC_EXPOSE_BALE_MENS	E28_0	E28_0	D204700	GRCO_CREANCE	GRCO_CREANCE
W304460	ELT_PATRIM	024_1	024_1	D304460	ELEPAT	ELEPAT
W304470	RCVRMT_CRED_SIEGE_MENS	E28_0	E28_0	D204700	GRCO_CREANCE	GRCO_CREANCE
W304480	ELT_DE_STRUCT	025_1	025_1	D304480	ELESTR	ELESTR
W304490	EDS_CMPS_EDS	024_1	024_1	D304490	ELSTELST	ELSTELST
W304500	J_OUV_EDS	1002	1002	D304500	J_OUV_EDS_W304500	ELSTJOUV
W304510	EDS_J_HR_OUV	024_1	024_1	D304510	ELSTPLGH	ELSTPLGH
W304520	PHOR_OUV_EDS	1002	1002	D304520	PHOR_OUV_EDS_W304520	ELSTPOUV
W304530	ELT_CONSTI_DOCU	E25_2	E25_2	D304530	ELTDOC	ELTDOC
W30456A	ELT_COVENANT_B	025_1	025_1	D304560	C817ACT	C817ACT
W30456B	ELT_COVENANT_A	026_1	026_1	D304561	GRC817	GRC817
W304570	PART_GRP_DE_RISQ_MENS	E28_0	E28_0	D304570	GRCO_TIERS_GP_RISQUE	GRCO_TIERS_GP_RISQUE
W304670	TRACE_SMS	E26_1	E26_1	D304670	EMEXS021	EMEXS021
W304690	DETTE_EXT	024_1	024_1	D304690	ENDETE	ENDETE
W304730	STRUCT	025_1	025_1	D304730	ENTCAM	ENTCAM
W304760	ENTR	E26_2	E26_2	D304760	ENTREP	ENTREP
W304850	ENV_COM	1002	1002	D304850	ENV_COM_W304850	ENVOI
W30488A	ENV_DESTI_TK_COM_A	E27_2	E27_2	D304880	ENVDCO	ENVDCO
W30488B	ENV_DESTI_TK_COM_B	026_1	026_1	D304881	HRELTD	HRELTD
W30489A	EPRGN_ASSU_MENS	E28_0	E28_0	D304890	PDI0VU02	PDI0VU02
W30489B	EPRGN_ASSU_QUOTD	E28_0	E28_0	D304891	ASBPRI	ASBPRI
W30490A	TYP_CAP_A	1002	1002	X304900	TYP_CAP_A	CLASSIFICATION
W30490B	TYP_CAP_CST	1002	1002	D304900	TYP_CAP_CST	TYP_CAP_CST
W30491A	EPRGN_BQR_A	E27_2	E27_2	D304910	FEPAVE02	FEPAVE02
W30491B	EPRGN_BQR_B	E27_2	E27_2	D304911	FEPAVE03	FEPAVE03
W30491C	EPRGN_BQR_C	E27_2	E27_2	D304912	BRUXSM03	BRUXSM03
W30491D	EPRGN_BQR_E	E27_2	E27_2	D205420	FDEPOE	FDEPOE
W30495A	TYP_CLASS_NOTATN_CREANC_A	1002	1002	X304950	TYP_CLASS_NOTATN_CREANC_A	CLASSIFICATION
W30495B	TYP_CLASS_NOTATN_CREANC_CST	1002	1002	D304950	TYP_CLASS_NOTATN_CREANC_CST	TYP_CLASS_NOTATN_CREANC_CST
W30497A	TYP_METHD_CALC_BALE_CST	1002	1002	D304970	TYP_METHD_CALC_BALE_CST	TYP_METHD_CALC_BALE_CST
W30497B	TYP_METHD_CALC_BALE	1002	1002	X304970	TYP_METHD_CALC_BALE	CLASSIFICATION
W30498A	EPRGN_SALRL_A	E25_0	E25_0	D304980	DTWHES04	DTWHES04
W30498B	EPRGN_SALRL_B	E25_0	E25_0	D304981	DTWHES05	DTWHES05
W30498C	EPRGN_SALRL_C	E25_0	E25_0	D304982	DTWHES06	DTWHES06
W305040	A_BDF_MENS	E26_2	E26_2	D305040	ESPBDBDF	ESPBDBDF
W305060	ETS	E26_2	E26_2	D305060	ETABL	ETABL
W305080	ETAT_CNTCT_A_FAIRE	1002	1002	X305080	ETAT_CNTCT_A_FAIRE	CLASSIFICATION
W305090	ETAT_MSG_A_FAIRE	1002	1002	X305090	ETAT_MSG_A_FAIRE	CLASSIFICATION
W30510A	TYP_NATO_A	1002	1002	X305100	TYP_NATO_A	CLASSIFICATION
W30510B	TYP_NATO_CST	1002	1002	D305100	TYP_NATO_CST	TYP_NATO_CST
W30512A	TYP_PORTEF_BALE_CREANC_A	1002	1002	X305120	TYP_PORTEF_BALE_CREANC_A	CLASSIFICATION
W30512B	TYP_PORTEF_BALE_CREANC_CST	1002	1002	D305120	TYP_PORTEF_BALE_CREANC_CST	TYP_PORTEF_BALE_CREANC_CST
W30514A	ETS_COORD_A	E27_1	E27_1	D209230	PARMAI	PARMAI
W30514B	ETS_COORD_C	E27_1	E27_1	D209260	PARTCDES	PARTCDES
W30514C	ETS_COORD_B	E27_1	E27_1	D209280	PARTEL	PARTEL
W305150	ETS_FINC_CONC	1002	1002	X305150	ETS_FINC_CONC	CLASSIFICATION
W30516A	TYP_CT_RISQ_EXPOSE_A	1002	1002	X305160	TYP_CT_RISQ_EXPOSE_A	CLASSIFICATION
W30516B	TYP_CT_RISQ_EXPOSE_CST	1002	1002	D305160	TYP_CT_RISQ_EXPOSE_CST	TYP_CT_RISQ_EXPOSE_CST
W30518A	EVT_A	026_1	026_1	D305180	T6R05	T6R05
W30518B	EVT_B	026_1	026_1	D305181	T6R01	T6R01
W30518C	EVT_C	026_1	026_1	D305182	T6R27C	T6R27C
W30518D	EVT_D	026_1	026_1	D305183	T6R15	T6R15
W30518E	EVT_E	E28_0	E28_0	D305184	T6R21C	T6R21C
W305200	PART_AGT_ECON	026_1	026_1	D305200	EXCAGECO	EXCAGECO
W305220	EXTCR_CRED_EURO	E27_3	E27_3	D305220	EXCCRARX	EXCCRARX
W305240	EXTCR_CRED_DEVIS	E27_3	E27_3	D305240	EXCCRDVX	EXCCRDVX
W30525A	TYP_NATU_RISQ_CONTREPARTIE_CST	1002	1002	D305250	TYP_NATU_RISQ_CONTREPARTIE_CST	TYP_NATU_RISQ_CONTREPARTIE_CST
W30525B	TYP_NATU_RISQ_CONTREPARTIE	1002	1002	X305250	TYP_NATU_RISQ_CONTREPARTIE	CLASSIFICATION
W305260	EXTCR_OPEN	026_1	026_1	D305260	EXCOPENX	EXCOPENX
W305280	EXTCR_TEMA	026_1	026_1	D305280	EXCTEMA2	EXCTEMA2
W30529A	TYP_CT_CREANC_EXPOSE_CST	1002	1002	D305290	TYP_CT_CREANC_EXPOSE_CST	TYP_CT_CREANC_EXPOSE_CST
W30529B	TYP_CT_CREANC_EXPOSE	1002	1002	X305290	TYP_CT_CREANC_EXPOSE	CLASSIFICATION
W30533A	TYP_TOP_MSTR_CST	1002	1002	D305330	TYP_TOP_MSTR_CST	TYP_TOP_MSTR_CST
W30533B	TYP_TOP_MSTR	1002	1002	X305330	TYP_TOP_MSTR	CLASSIFICATION
W305370	FAIT_UTI	E27_3	E27_3	D305370	FAIT_UTI	FAIT_UTI
W305380	FAM_OFR	025_1	025_1	D305380	FAM_OFR	FAM_OFR
W305390	FAM_OFR_FAM_OFR	025_1	025_1	D305390	FAM_OFR_FAM_OFR	FAM_OFR_FAM_OFR
W305400	FAM_PROD	025_1	025_1	D305400	FAM_PROD	FAM_PROD
W305410	FAM_PROD_FAM_PROD	025_1	025_1	D305410	FAM_PROD_FAM_PROD	FAM_PROD_FAM_PROD
W305420	CPTE_A_VUE	025_1	025_1	D305420	FDEPOE	FDEPOE
W305440	INDIC_RCESN_SVI_RDMT	E26_2	E26_2	D205440	FDPSRM01	FDPSRM01
W305700	FNCTN_BAM	1002	1002	X305700	FNCTN_BAM	CLASSIFICATION
W305780	FNCTN	025_1	025_1	D305780	FONCTN	FONCTN
W305830	GRP_SOUSC_PAGOD	024_1	024_1	D305830	FREMLO04	FREMLO04
W305860	TYP_REFC_VAL	1002	1002	D305860	TYP_REFC_VAL_W305860	FREVAL
W305950	PST_FNCT_RESPONS_PORTEF	E25_2	E25_2	D305950	G3R09	G3R09
W305980	PAYEUR_EXT	E27_1	E27_1	D305980	GRA002	GRA002
W306000	ECHCE	024_1	024_1	D306000	GRA004	GRA004
W306020	CMPOS_ECHCE	024_1	024_1	D306020	GRA005	GRA005
W306040	RET_ECHCE	024_1	024_1	D306040	GRA006	GRA006
W306050	TRCH_CREANC_BDE_MENS	E28_0	E28_0	D306050	GRCO_DU_TRANCHE_CORP	GRCO_DU_TRANCHE_CORP
W306080	GRNT	E26_0	E26_0	D306080	GRA012	GRA012
W306100	EVT_PRET	E25_2	E25_2	D306100	GRA018	GRA018
W306140	OPTN_CRED	024_1	024_1	D306140	GRA071	GRA071
W306200	RESS_PRET	E25_2	E25_2	D306200	GRA093	GRA093
W306220	PRSCRPTR	E25_2	E25_2	D306220	GRA210	GRA210
W306230	TYP_PRSCRPTR	E26_1	E26_1	D306230	GRA220	GRA220
W30628A	TYP_SAV_CST	1002	1002	D306280	TYP_SAV_CST	TYP_SAV_CST
W30628B	TYP_SAV	1002	1002	D306281	TYP_SAV_W30628B	SAV
W306290	INTVTN_PRSCRPTR	E26_1	E26_1	D306290	GRA228	GRA228
W306320	STAT_TELPHNIE_SECRS	E27_3	E27_3	D206300	STATSAFROID	STATSAFROID
W306330	PLFD	024_1	024_1	D306330	GRA606	GRA606
W306340	STAT_TELPHNIE_FVERT	E27_3	E27_3	D206300	STATSAFROID	STATSAFROID
W306360	STAT_TELPHNIE_AGT	E27_3	E27_3	D306360	STATSAFROID	STATSAFROID
W306390	PROJ	1002	1002	D306390	PROJ_W306390	GRC560
W30640A	TYP_STATU_SCNRIO_A	1002	1002	X306400	TYP_STATU_SCNRIO_A	CLASSIFICATION
W30640B	TYP_STATU_SCNRIO_CST	1002	1002	D306400	TYP_STATU_SCNRIO_CST	TYP_STATU_SCNRIO_CST
W306410	ACTN_CRED_COMPLEXE	026_1	026_1	D306410	GRC813	GRC813
W306420	TYP_CT_RESTRICTION_CRED	1002	1002	X306420	TYP_CT_RESTRICTION_CRED	CLASSIFICATION
W306480	STAT_TELPHNIE_SAV	E27_3	E27_3	D206300	STATSAFROID	STATSAFROID
W306500	TYP_TRCH_DUR_INITL_PRET	1002	1002	X306500	TYP_TRCH_DUR_INITL_PRET	CLASSIFICATION
W306520	STAT_TELPHNIE_AVI_CCM	E27_3	E27_3	D206300	STATSAFROID	STATSAFROID
W306540	TYP_DUR_INITL_PRET	1002	1002	X306540	TYP_DUR_INITL_PRET	CLASSIFICATION
W306550	TYP_TRCH_DUR_INITL_PRET_AGRG	1002	1002	X306550	TYP_TRCH_DUR_INITL_PRET_AGRG	CLASSIFICATION
W30656A	GRNT_COUVRE_EDC_A	E25_2	E25_2	D306560	GRA080	GRA080
W30656B	GRNT_COUVRE_EDC_B	E25_3	E25_3	D306561	GRA083	GRA083
W306570	GRP_CHOIX	025_1	025_1	D306570	GRP_CHOIX	GRP_CHOIX
W306590	STAT_TELPHNIE_AGNC	E27_3	E27_3	D206300	STATSAFROID	STATSAFROID
W306600	ECD_BAM_FNCTN_BAM	E27_3	E27_3	D306600	H2RE7B	H2RE7B
W30661A	TYP_CT_SIGNER_A	1002	1002	X306610	TYP_CT_SIGNER_A	CLASSIFICATION
W30661B	TYP_CT_SIGNER_CST	1002	1002	D306610	TYP_CT_SIGNER_CST	TYP_CT_SIGNER_CST
W306620	LGT	026_1	026_1	D306620	HABITA	HABITA
W30665A	TYP_SCNRIO_VNT_A	1002	1002	X306650	TYP_SCNRIO_VNT_A	CLASSIFICATION
W30665B	TYP_SCNRIO_VNT_CST	1002	1002	D306650	TYP_SCNRIO_VNT_CST	TYP_SCNRIO_VNT_CST
W306690	ETS_HISTO_CA	025_1	025_1	D306690	HICAET	HICAET
W30670A	TYP_TECHN_COM_VNT_A	1002	1002	X306700	TYP_TECHN_COM_VNT_A	CLASSIFICATION
W30670B	TYP_TECHN_COM_VNT_CST	1002	1002	D306700	TYP_TECHN_COM_VNT_CST	TYP_TECHN_COM_VNT_CST
W306710	HIERA_UTI	E27_3	E27_3	D306710	HIERA_UTI	HIERA_UTI
W306720	ANA_AGRIS	E25_3	E25_3	D306720	HISAGR	HISAGR
W306740	BALE_2	E25_3	E25_3	D306740	HISBT2	HISBT2
W306750	LIST_INDIC_TELPHNIE	E27_3	E27_3	D306750	CATLG_STAT	CATLG_STAT
W306760	SYNTH_CPTE_A_VUE	025_1	025_1	D306760	HISDAV	HISDAV
W306770	DOSS_VNT	E28_0	E28_0	D306770	DOSVNT	DOSVNT
W306780	ANA_PROF	E27_2	E27_2	D306780	HISPRO	HISPRO
W306990	SINSTR	024_1	024_1	D306990	IARFKA40	IARFKA40
W307090	PROD_PACIFICA_PROD_CIAL	024_1	024_1	D307090	IARPROD	IARPROD
W30751A	SITUA_PARTC_A	024_1	024_1	D307510	INCPER	INCPER
W30751B	SITUA_PARTC_B	024_1	024_1	D307511	INCPAR	INCPAR
W307530	INDIC_CLI	1002	1002	D307530	INDIC_CLI_W307530	INDICCLI
W30756A	INDIC_COCLICO_CLI_CIAL_A	026_1	026_1	D202040	COCLICO_SCOR	COCLICO_SCOR
W30756B	INDIC_COCLICO_CLI_CIAL_B	026_1	026_1	D202050	COCLICO_SEGM	COCLICO_SEGM
W30756C	INDIC_COCLICO_CLI_CIAL_C	026_1	026_1	D202030	COCLICO_NUMER	COCLICO_NUMER
W30756D	INDIC_COCLICO_CLI_CIAL_D	026_1	026_1	D202020	COCLICO_ALPHANUMER	COCLICO_ALPHANUMER
W30759A	INDIC_COCLICO_PART_A	026_1	026_1	D307590	COCLICO_SCOR	COCLICO_SCOR
W30759B	INDIC_COCLICO_PART_B	026_1	026_1	D307591	COCLICO_SEGM	COCLICO_SEGM
W30759C	INDIC_COCLICO_PART_C	026_1	026_1	D307592	COCLICO_NUMER	COCLICO_NUMER
W30759D	INDIC_COCLICO_PART_D	026_1	026_1	D307593	COCLICO_ALPHANUMER	COCLICO_ALPHANUMER
W307600	INDIC_FACTN_SVI_RDMT	E27_3	E27_3	D307600	FDPSRM01	FDPSRM01
W30762A	IND_COCLICO_CTR_DETENU_A	026_1	026_1	D202040	COCLICO_SCOR	COCLICO_SCOR
W30762B	IND_COCLICO_CTR_DETENU_B	026_1	026_1	D202050	COCLICO_SEGM	COCLICO_SEGM
W30762C	IND_COCLICO_CTR_DETENU_C	026_1	026_1	D202030	COCLICO_NUMER	COCLICO_NUMER
W30762D	IND_COCLICO_CTR_DETENU_D	026_1	026_1	D202020	COCLICO_ALPHANUMER	COCLICO_ALPHANUMER
W30763A	IND_COCLICO_EDC_DETENU_A	026_1	026_1	D202040	COCLICO_SCOR	COCLICO_SCOR
W30763B	IND_COCLICO_EDC_DETENU_B	026_1	026_1	D202050	COCLICO_SEGM	COCLICO_SEGM
W30763C	IND_COCLICO_EDC_DETENU_C	026_1	026_1	D202030	COCLICO_NUMER	COCLICO_NUMER
W30763D	IND_COCLICO_EDC_DETENU_D	026_1	026_1	D202020	COCLICO_ALPHANUMER	COCLICO_ALPHANUMER
W307650	QUALF_FIDL_CR_CLI_CIAL	025_1	025_1	D307650	INFICA	INFICA
W307670	QUALF_FIDL_NATN_CLI_CIAL	025_1	025_1	D307670	INFINA	INFINA
W307700	INFO_PERSONNALISEE_MDC	024_1	024_1	D307700	INFPER	INFPER
W307740	NOTE_MIRE	024_1	024_1	D307740	INTREL	INTREL
W307940	JRNL_ACTN	026_1	026_1	D307940	JOURNAL_ACTION_PREUVE	JOURNAL_ACTION_PREUVE
W307980	EDS_COORD	E25_3	E25_3	D239700	LCLSTN_EDS	LCLSTN_EDS
W308010	TYP_VAL_INDIC_A_COCLICO	1002	1002	D308010	TYP_VAL_INDIC_A_COCLICO_W308010	LIBELIND
W308030	TYP_SEGM_COCLICO	1002	1002	D308030	TYP_SEGM_COCLICO_W308030	LIBELSEG
W308050	LIEN_ACTE_OFR_BSN	024_1	024_1	D308050	LIEN_ACTE_OFR_BSN	LIEN_ACTE_OFR_BSN
W30806A	LIEN_ENTRE_ECD_AB	026_1	026_1	D308060	T1R08P	T1R08P
W30806B	LIEN_ENTRE_ECD_CD	026_1	026_1	D308061	T1R18P	T1R18P
W30806C	LIEN_ENTRE_ECD_EF	026_1	026_1	D308062	T5R03D	T5R03D
W308090	LIEN_ENTRE_EVT	024_1	024_1	D220990	T6R10	T6R10
W308100	LIEN_OFR_PROD	025_1	025_1	D308100	LIEN_OFR_PROD	LIEN_OFR_PROD
W308130	LIST_EPUR	1002	1002	A308130	LIST_EPUR	LIST_EPUR
W308150	LIST_ETOFE	1002	1002	A308150	LIST_ETOFE	LIST_ETOFE
W308200	ADR_COMN	026_1	026_1	D308200	LOCCOMM	LOCCOMM
W308250	MDC_PREVISIONNEL	025_1	025_1	D308250	MDCPRV	MDCPRV
W308280	MSVG	024_1	024_1	D308280	MESAUV	MESAUV
W308300	MSG_FAIRE	024_1	024_1	D308300	MESSAF	MESSAF
W308350	MISE_EN_MRCH	024_1	024_1	D308350	MISE_EN_MRCH	MISE_EN_MRCH
W308360	MODE_LIVN_CB	1002	1002	X308360	MODE_LIVN_CB	CLASSIFICATION
W308420	MTF_CNTCT	026_1	026_1	D308420	MOTCON	MOTCON
W308440	MRCH	1002	1002	X308440	MRCH	CLASSIFICATION
W308560	MTF_BLOCG_CTR_CB	1002	1002	X308560	MTF_BLOCG_CTR_CB	CLASSIFICATION
W30857A	MTF_CLOT_CST	1002	1002	D308570	MTF_CLOT_CST	MTF_CLOT_CST
W30857B	MTF_CLOT	1002	1002	X308570	MTF_CLOT	CLASSIFICATION
W30859A	MTF_OUV_CST	1002	1002	D308590	MTF_OUV_CST	MTF_OUV_CST
W30859B	MTF_OUV	1002	1002	X308590	MTF_OUV	CLASSIFICATION
W308600	NATU_LIEN	026_1	026_1	D203770	DTWHNLIE	DTWHNLIE
W308670	PART_NOTE_LUC	024_1	024_1	D308670	NOTEPA	NOTEPA
W308770	OFR	1002	1002	D308770	OFR_W308770	OFR
W308780	OFR_FAM_OFR	025_1	025_1	D308780	OFR_FAM_OFR	OFR_FAM_OFR
W308790	OFR_MRCH	025_1	025_1	D308790	OFR_MRCH	OFR_MRCH
W308800	OFR_SEGM_MRCH_CIAL	025_1	025_1	D308800	OFR_SEGM_MRCH_CIAL	OFR_SEGM_MRCH_CIAL
W30881A	CRED_SOFINCO_A	E25_2	E25_2	D208810	OPENCT	OPENCT
W30881B	CRED_SOFINCO_B	E25_2	E25_2	D209150	PAKPPA	PAKPPA
W308850	CRED_SOFINCO_PLAN	024_1	024_1	D308850	OPENPF	OPENPF
W30889A	OPERN_FINC_TDSCK103	1002	1002	D308890	OPERN_FINC_TDSCK103_W30889A	TDSCK103
W30889B	OPERN_FINC_TDSCK106	1002	1002	D308891	OPERN_FINC_TDSCK106_W30889B	TDSCK106
W30889C	OPERN_FINC_TDSCK107	1002	1002	D308892	OPERN_FINC_TDSCK107_W30889C	TDSCK107
W30889D	OPERN_FINC_TDSCK109	1002	1002	D308893	OPERN_FINC_TDSCK109_W30889D	TDSCK109
W30889E	OPERN_FINC_TDSCK115	1002	1002	D308894	OPERN_FINC_TDSCK115_W30889E	TDSCK115
W30889F	OPERN_FINC_TDSCK117	1002	1002	D308895	OPERN_FINC_TDSCK117_W30889F	TDSCK117
W30889G	OPERN_FINC_TDSCK122	1002	1002	D308896	OPERN_FINC_TDSCK122_W30889G	TDSCK122
W30889H	OPERN_FINC_TDSCK130	1002	1002	D308897	OPERN_FINC_TDSCK130_W30889H	TDSCK130
W30889I	OPERN_FINC_TDSCK132	1002	1002	D308898	OPERN_FINC_TDSCK132_W30889I	TDSCK132
W30889J	OPERN_FINC_TDSCK142	1002	1002	D308899	OPERN_FINC_TDSCK142_W30889J	TDSCK142
W30889K	OPERN_FINC_TDSCK144	1002	1002	D30889A	OPERN_FINC_TDSCK144_W30889K	TDSCK144
W30889L	OPERN_FINC_TDSCK145	1002	1002	D30889B	OPERN_FINC_TDSCK145_W30889L	TDSCK145
W30889M	OPERN_FINC_TDSCK161	1002	1002	D30889C	OPERN_FINC_TDSCK161_W30889M	TDSCK161
W30889N	OPERN_FINC_TDSCK164	1002	1002	D30889D	OPERN_FINC_TDSCK164_W30889N	TDSCK164
W30889O	OPERN_FINC_TDSCK170	1002	1002	D30889E	OPERN_FINC_TDSCK170_W30889O	TDSCK170
W30889P	OPERN_FINC_TDSCK171	1002	1002	D30889F	OPERN_FINC_TDSCK171_W30889P	TDSCK171
W30889Q	OPERN_FINC_TDSCK172	1002	1002	D30889G	OPERN_FINC_TDSCK172_W30889Q	TDSCK172
W30889R	OPERN_FINC_TDSCK173	1002	1002	D30889H	OPERN_FINC_TDSCK173_W30889R	TDSCK173
W30889S	OPERN_FINC_TDSCK174	1002	1002	D30889I	OPERN_FINC_TDSCK174_W30889S	TDSCK174
W30889T	OPERN_FINC_TDSCAUTR	1002	1002	D30889J	OPERN_FINC_TDSCAUTR_W30889T	TDSCAUTR
W308910	OPPORT	E25_2	E25_2	D308910	OPPORT	OPPORT
W308940	OPERN_SDD	1002	1002	D308940	OPERN_SDD_W308940	OPSDDR
W308950	OPTN	1002	1002	D308950	OPTN_W308950	OPTN
W308960	OPTN_CHOIX_SUR_OPTN	025_1	025_1	D308960	OPTN_CHOIX_SUR_OPTN	OPTN_CHOIX_SUR_OPTN
W308980	OPTN_FISCALE	1002	1002	X308980	OPTN_FISCALE	CLASSIFICATION
W308990	OPTN_GRP_CHOIX	025_1	025_1	D308990	OPTN_GRP_CHOIX	OPTN_GRP_CHOIX
W309000	OPTN_OFR	025_1	025_1	D309000	OPTN_OFR	OPTN_OFR
W309010	OPTN_PROD_CIAL	025_1	025_1	D309010	OPTN_PROD_CIAL	OPTN_PROD_CIAL
W309180	PARAM_INDIC_ICS	1002	1002	D309180	PARAM_INDIC_ICS_W309180	PARAM_INDIC_ICS
W309190	PARAM_INDIC_NAF	1002	1002	D309190	PARAM_INDIC_NAF_W309190	PARAM_INDIC_NAF
W309200	TUTH_PAR_HISTO_BATCH	1002	1002	D309200	TUTH_PAR_HISTO_BATCH_W309200	PARBATCH
W309260	PART_ADR	E25_0	E25_0	D209260	PARTCDES	PARTCDES
W309280	TEL	026_1	026_1	D309280	PARTEL	PARTEL
W309300	PART	E25_2	E25_2	D309300	PARTEN	PARTEN
W309320	TUTH_PAR_HISTO_TEMPSREEL	1002	1002	D309320	TUTH_PAR_HISTO_TEMPSREEL_W309320	PARTP
W30937A	PART_CMPS_CRCL_COM_A	E25_2	E25_2	D309370	CERPAR	CERPAR
W30937B	PART_CMPS_CRCL_COM_B	024_1	024_1	D309371	HCERPA	HCERPA
W30938A	PART_COORD_A	E26_1	E26_1	D309380	PARMAI	PARMAI
W30938B	PART_COORD_B	E25_0	E25_0	D209280	PARTEL	PARTEL
W30938C	PART_COORD_C	E25_0	E25_0	D309381	PARTCDES	PARTCDES
W30939A	PART_CTR_A	026_1	026_1	D309390	C1RE34	C1RE34
W30939B	PART_CTR_B	026_1	026_1	D212240	T1R09	T1R09
W30942A	PART_ELT_CONSTI_DOCU_A	E27_2	E27_2	D309420	RELPAR	RELPAR
W30942B	PART_ELT_CONSTI_DOCU_B	E26_2	E26_2	D309421	HRELPA	HRELPA
W30944A	PART_ENTR_A	026_1	026_1	D212400	T1R23	T1R23
W30944B	PART_ENTR_B	026_1	026_1	D212420	T1R31	T1R31
W30949A	PART_PART_AB	024_1	024_1	D201430	C4RE09	C4RE09
W30949B	PART_PART_CD	026_1	026_1	D212280	T1R11	T1R11
W30949C	PART_PART_EF	026_1	026_1	D212260	T1R10	T1R10
W30949D	PART_PART_GH	026_1	026_1	D212380	T1R21	T1R21
W309530	PART_POSSED_ENTR	026_1	026_1	D309530	T1R23	T1R23
W309580	PAYS	1002	1002	D309580	PAYS_W309580	PAYS
W309610	PART_EPRGN_ASSU	024_1	024_1	D309610	PDI0VU01	PDI0VU01
W309750	VAL_LIQUIDATIVE_PE	024_1	024_1	D309750	PDI0VU12	PDI0VU12
W309770	SPRT_INVESTISSEMENT	024_1	024_1	D309770	PDI0VU13	PDI0VU13
W309850	PROD_ASSU_PREDICA	024_1	024_1	D309850	PDIPRO	PDIPRO
W309870	ECD_ASSU_PVYANC	E28_0	E28_0	D309870	PDIVPIVP	PDIVPIVP
W309920	PERSON_MOR	025_1	025_1	D309920	PERMOR	PERMOR
